# Hungaroring — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1539.1524,8.7902,594.8067,0.0000,0.000,5.073,5.095,1.0000
1544.1517,11.1174,599.2313,0.0000,0.000,5.074,5.107,1.0000
1549.1509,13.4455,603.6553,0.0000,0.000,5.074,5.119,1.0000
1554.1502,15.7745,608.0789,0.0000,0.000,5.075,5.131,1.0000
1559.1494,18.1042,612.5021,0.0000,0.000,5.076,5.143,1.0000
1564.1486,20.4345,616.9250,0.0000,0.000,5.076,5.155,1.0000
1569.1478,22.7653,621.3477,0.0000,0.000,5.077,5.166,1.0000
1574.1471,25.0966,625.7701,0.0000,0.000,5.078,5.178,1.0000
1579.1464,27.4281,630.1925,0.0000,0.000,5.078,5.190,1.0000
1584.1458,29.7598,634.6148,0.0000,0.000,5.079,5.202,1.0000
1589.1453,32.0916,639.0372,0.0000,0.000,5.080,5.214,1.0000
1594.1448,34.4234,643.4596,0.0000,0.000,5.080,5.226,1.0000
1599.1444,36.7550,647.8823,0.0000,0.000,5.081,5.237,1.0000
1604.1442,39.0863,652.3052,0.0000,0.000,5.082,5.249,1.0000
1609.1440,41.4170,656.7285,0.0000,0.000,5.082,5.261,1.0000
1614.1439,43.7466,661.1526,0.0000,0.000,5.083,5.273,1.0000
1619.1439,46.0744,665.5777,0.0000,0.000,5.084,5.285,1.0000
1624.1440,48.4001,670.0040,0.0000,0.000,5.084,5.297,1.0000
1629.1442,50.7231,674.4318,0.0000,0.000,5.085,5.308,1.0000
1634.1445,53.0429,678.8615,0.0000,0.000,5.086,5.320,1.0000
1639.1449,55.3589,683.2931,0.0000,0.000,5.086,5.332,1.0000
1644.1454,57.6708,687.7271,0.0000,0.000,5.087,5.344,1.0000
1649.1460,59.9778,692.1637,0.0000,0.000,5.087,5.356,1.0000
1654.1467,62.2797,696.6031,0.0000,0.000,5.088,5.368,1.0000
1659.1474,64.5758,701.0456,0.0000,0.000,5.089,5.379,1.0000
1664.1483,66.8656,705.4915,0.0000,0.000,5.089,5.391,1.0000
1669.1494,69.1486,709.9410,0.0000,0.000,5.090,5.403,1.0000
1674.1504,71.4277,714.3924,0.0000,0.000,5.132,5.340,1.0000
1679.1506,73.7153,718.8387,0.0000,0.000,5.184,5.260,1.0000
1684.1495,76.0250,723.2720,0.0000,0.000,5.236,5.179,1.0000
1689.1464,78.3707,727.6842,0.0000,0.000,5.293,5.102,1.0000
1694.1415,80.7662,732.0674,0.0000,0.000,5.350,5.025,1.0000
1699.1353,83.2254,736.4137,0.0000,0.000,5.408,4.949,1.0000
1704.1289,85.7618,740.7151,0.0000,0.000,5.323,5.029,1.0000
1709.1239,88.3808,744.9685,0.0000,0.000,5.208,5.142,1.0000
1714.1211,91.0739,749.1779,0.0000,0.000,5.119,5.240,1.0000
1719.1208,93.8321,753.3480,0.0000,0.000,5.168,5.254,1.0000
1724.1228,96.6458,757.4835,0.0000,0.000,5.218,5.268,1.0000
1729.1264,99.5058,761.5891,0.0000,0.000,5.268,5.260,1.0000
1734.1306,102.4028,765.6696,0.0000,0.000,5.320,5.215,1.0000
1739.1343,105.3279,769.7292,0.0000,0.000,5.372,5.170,1.0000
1744.1363,108.2815,773.7660,0.0000,0.000,5.394,5.140,1.0000
