# Circuit of the Americas — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1094.8642,632.9017,-25.7477,0.0000,0.000,6.067,6.033,1.0000
1099.8673,637.1579,-23.1181,0.0000,0.000,6.060,6.036,1.0000
1104.8698,641.4094,-20.4816,0.0000,0.000,6.053,6.039,1.0000
1109.8718,645.6548,-17.8365,0.0000,0.000,6.046,6.042,1.0000
1114.8731,649.8928,-15.1810,0.0000,0.000,6.039,6.046,1.0000
1119.8735,654.1221,-12.5132,0.0000,0.000,6.032,6.049,1.0000
1124.8731,658.3415,-9.8314,0.0000,0.000,6.025,6.052,1.0000
1129.8717,662.5498,-7.1339,0.0000,0.000,5.897,6.092,1.0000
1134.8693,666.7455,-4.4187,0.0000,0.000,5.760,6.135,1.0000
1139.8659,670.9275,-1.6842,0.0000,0.000,5.624,6.177,1.0000
1144.8612,675.0922,1.0740,0.0000,0.000,5.631,6.173,1.0000
1149.8504,679.2056,3.8974,0.0000,0.000,5.761,6.129,1.0000
1154.8290,683.2106,6.8549,0.0000,0.000,5.892,6.086,1.0000
1159.8020,687.0496,10.0162,0.0000,0.000,6.016,6.045,1.0000
1164.7888,690.6652,13.4505,0.0000,0.000,5.866,6.164,1.0000
1169.8115,694.0191,17.1894,0.0000,0.000,5.854,6.129,1.0000
1174.8643,697.1140,21.1834,0.0000,0.000,6.073,5.838,1.0000
1179.9275,699.9576,25.3726,0.0000,0.000,6.000,5.847,1.0000
1184.9737,702.5581,29.6972,0.0000,0.000,5.780,6.012,1.0000
1189.9747,704.9258,34.1022,0.0000,0.000,5.795,6.000,1.0000
1194.9368,707.0904,38.5673,0.0000,0.000,5.803,5.952,1.0000
1199.8785,709.0895,43.0866,0.0000,0.000,5.803,5.862,1.0000
1204.8147,710.9606,47.6543,0.0000,0.000,5.759,5.804,1.0000
1209.7572,712.7414,52.2649,0.0000,0.000,5.645,5.796,1.0000
1214.7156,714.4694,56.9125,0.0000,0.000,5.597,5.783,1.0000
1219.6982,716.1822,61.5914,0.0000,0.000,5.718,5.758,1.0000
1224.7125,717.9175,66.2959,0.0000,0.000,5.780,5.818,1.0000
1229.7660,719.7127,71.0198,0.0000,0.000,5.738,6.024,1.0000
1234.8512,721.6016,75.7412,0.0000,0.000,5.838,6.022,1.0000
1239.9434,723.6136,80.4191,0.0000,0.000,5.995,5.932,1.0000
